Cultivos y cubiertas de suelo,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1128 MADRID,6.9878,,,,6.284,619.3131,802.7881,849.4512,945.8906000000001,1355.1938,968.6417,959.6784,762.2202,762.2202,841.6519,874.2297,109.5241,109.5241,,,
1202 ALBACETE,1103.9556,335.1931,961.6348,175.5301,811.7006,1059.2706,998.0583,1826.7788,1118.5427,881.6623,596.5699,2183.5612,2164.9386,571.4145,1010.1305,902.8686,426.5287,1627.3515,1136.1950000000002,153.4555,111.1273
1213 CIUDAD REAL,9233.3423,7645.8395,13997.117,3233.6195,2086.6045,6247.5813,2885.9016,1818.383,3963.4441,1338.1057,4555.3586,1607.5074,421.6266,849.1449,2867.7028,2948.1673,1046.2392,1969.0964,2567.4046,6802.16,6092.5224
1216 CUENCA,106.5648,,353.6087,238.1205,572.0286,396.2916,3360.3897,629.067,1498.6512,172.3853,846.5574,445.2853,1627.1075,111.7694,1207.8903,66.1813,171.7681,774.1557,8.4686,123.7481,
1219 GUADALAJARA,118.9274,,754.4303,,,,,,154.0928,41.1313,26.3883,,,,,,,,,,
1245 TOLEDO,137.7998,228.194,913.4346,604.5731,1235.0393,748.3196,3424.822,1258.6543,712.9902000000001,1010.9125,499.0531,27.5637,1294.4691,60.2496,412.2075,,,36.7269,1285.0397,,615.4867
1303 ALICANTE,193.5711,193.5689,209.24,65.6849,19.1081,,,,156.1183,156.1183,,32.1216,27.4,16.5626,12.9902,1.1865,,,,,
1312 CASTELLON,6.9433,158.8141,7.02,6.9901,6.9907,82.5534,80.4494,80.4494,124.6761,143.6348,203.7332,300.6984,345.1314,107.3605,,,,,,,
1346 VALENCIA,,,357.91,130.8454,56.7936,71.4662,,90.8724,284.284,168.3312,13.4086,35.7066,558.7189000000001,80.5434,461.3348,168.5402,35.1747,77.1518,88.0917,53.5424,53.5449
"1430 R,DE MURCIA",,498.9089,451.0209,,,,646.5517,,,,,,,,,1737.3105,,,,,
1506 BADAJOZ,11026.0185,11084.4288,19939.3694,17938.4992,10774.2891,8489.1342,8995.159599999999,8248.4159,13697.1568,3425.1589,6379.2232,6896.5497,2366.505,3630.7683,7173.7494,7782.8336,2406.6715,3625.1451,3698.5444,272.3507,692.6978
1510 CACERES,1455.2155,1566.8041,1862.6509,793.5464,864.3184,1677.0862,1447.4172,2670.8099,1628.3808000000001,1341.0539,367.9183,607.5095,672.5283,1165.7771,2915.0132,,,160.3007,148.8897,179.8436,81.1719
1604 ALMERIA,,,,,,,,63.4589,69.4752,113.0878,,,,,,,1718.8193,,,166.2556,
1611 CADIZ,3972.6479,3922.1773,5699.4019,3715.2428,3021.8871000000004,3680.1913000000004,1141.7156,4160.5875,1056.1167,1015.9528,99.4353,336.7056,240.4957,199.2396,7.1972,1389.8312,1590.4462,2481.271,998.7594,3995.7916,3463.3531
1614 CORDOBA,14819.903999999999,7249.7532,7167.0618,4762.886,3725.812,6976.5668,5415.8441,12204.3661,12770.9905,14516.8913,11918.0808,15065.3942,16243.7557,15542.7241,17069.7678,16919.8344,13445.4299,10326.6189,35993.1786,17645.8733,12173.4364
1618 GRANADA,472.6173,442.0435,62.6249,,2200.7185,2595.1728,63.838,309.148,,18.2038,175.7408,186.8041,407.5667,396.3713,142.3099,143.75900000000001,964.9096999999999,629.6614,260.9854,,265.7558
1621 HUELVA,259.8879,259.8879,416.9209,443.9057,159.7147,221.3951,153.1967,145.7184,333.7118,542.8805,160.9856,29.6319,99.801,94.6207,,,,,67.3589,54.7938,147.4157
1623 JAEN,166.4301,,,62.7853,,,18.4865,,,,45.4395,220.5644,424.2536,165.007,184.8406,4.3988,,,,,
1629 MALAGA,,180.1459,167.8526,34.6812,34.6812,250.5417,194.8103,611.6369000000001,172.7626,,,598.4594,996.1127,905.9336,73.2444,73.2429,77.2445,44.9301,44.9277,40.2656,
1641 SEVILLA,115.5029,133.9557,51.4548,,1359.8689,4298.5435,3495.7023,2021.3342,573.7547,66.8042,175.5207,112.7146,1197.2929,231.7376,204.4065,236.877,78.6945,58.2734,4268.1801,1257.0298,1855.5835
"1738 Sta,C,TENERIFE",,,,,,,,,,,,,,9.8495,24.6943,17.8459,2.3783,,,,
01090 ARROZ,117194.86290000001,118783.41699999999,114419.2239,105072.4292,100072.2966,118713.4234,120850.81400000001,122364.194,114059.38020000001,113638.4597,110785.05350000001,112631.3016,109749.31030000001,109617.0077,105716.92069999999,105421.93240000002,104195.07479999999,88066.18,61908.882,57956.70030000001,81173.8473
0531 NAVARRA,3784.9145,3864.7839,3084.4414,2946.9453,2607.421,3292.854,3510.4959,3864.0895,3553.9407,3720.6041,3509.2916,4144.7674,3757.0741,3605.0751,2437.4673,3687.3847,3381.5929,3262.033,2600.5842,1682.2785,1893.3357
0722 HUESCA,7122.1005,4827.5116,8167.4997,7135.5343,6481.8016,8412.8819,9334.5951,9436.8873,3754.5738,4378.1258,3918.9073,4447.5721,3776.4118,3832.6254,3431.9425,3130.0363,2953.5978,2883.5752,1912.7067,1546.5678,2412.2361
0744 TERUEL,,168.0735,104.0036,,,,,,,,,,,,,,,,,,
0750 ZARAGOZA,5955.445,5396.1539,5733.6955,4902.4437,3409.7408,3960.8246,4978.1842,5105.9822,3141.8377,3452.6789,3446.8915,2797.096,2953.9513,2770.6958,3217.5865,2931.1045,3129.8012,3128.9606,2544.3759,1185.2692,1322.0464
0817 GIRONA,1030.0728,1126.3342,1148.0995,698.5997,698.5997,722.6568,844.3175,850.6593,821.7653,818.9362,849.2287,849.2232,835.0184,891.5395,1265.1234,1169.8177,1326.2632,1424.5344,1779.7524,1702.0876,1526.294
0825 LLEIDA,236.7306,218.155,215.8093,22.3547,,,,,,,,,,,,,,,,40.0916,
0843 TARRAGONA,20508.0529,20292.491,20572.3772,21116.8439,20134.1002,20409.0091,19400.5782,19396.3769,19395.4264,19428.4625,19225.3728,19457.5699,19065.6915,19248.1387,19405.6433,19385.6006,19442.9244,19495.9962,20775.7926,20828.9139,20024.4462
0907 BALEARES,,,,,,25.0201,25.2496,24.1374,1.9432,,,24.5294,,,24.38,24.38,61.3232,31.3741,31.3741,,
1128 MADRID,,,,,,,,,,,152.955,,,,,,,,,,
1202 ALBACETE,,,,,,,,,,,,,,,,,,,196.1393,25.8707,158.4495
1312 CASTELLON,334.7146,245.4583,230.02,,,174.5704,177.8558,177.8662,177.8535,178.6962,178.2552,178.2552,178.2552,178.254,178.254,178.2551,178.2551,178.2442,123.5906,123.5862,123.5786
1346 VALENCIA,12949.5522,13317.6195,15242.17,15397.9241,15415.2363,15371.3853,15335.5743,15617.1273,15613.773,15613.8344,15656.3901,15672.0682,15673.2593,15609.3469,15617.9984,15590.6185,15590.6186,15592.5669,16347.7069,16211.7739,16340.7046
"1430 R,DE MURCIA",,,,579.4474,564.907,478.1725,1.9384,502.9892,502.9892,463.9846,27.7988,491.6344,491.6344,463.4606,316.4658,327.0692,96.0917,379.2578,335.3544,393.0471,381.1971
1506 BADAJOZ,15753.5508,15739.8727,16293.0752,19722.5657,18987.8114,21242.0088,21704.5459,21516.591,19527.5103,18109.8639,16902.1611,16748.947,16733.0207,16767.7246,14478.765,14499.4146,14678.7795,14707.9864,623.1788,9360.2962,13520.0545
1510 CACERES,6200.2321,6417.3766,6206.288,5694.222,5825.8521,6327.1456,6181.6239,6043.2525,6037.1529,5988.889,5229.6156,5798.7762,5785.4548,5403.578,4353.4602,4307.824,4358.759,4442.7418,1109.5477,3195.2877,3933.2835
1611 CADIZ,2520.8218,3775.8278,3634.8915,3450.8279,3728.4651,2869.4566,3092.0367,3093.4098,3084.3794,3090.0843,3090.6715,3082.3598,2626.4125,2972.0982,2972.242,3114.2668,2914.3828,2041.0787,1233.7826,633.438,325.7621
1641 SEVILLA,40798.6751,43393.759,33786.853,23404.7205,22218.3614,35427.4377,36263.8185,36734.8254,38446.2348,38394.2998,38597.5143,38938.5028,37873.1263,37874.4709,38017.5923,37076.1604,36082.6854,20497.8307,12294.9958,1028.1919,19212.459
01100 MAIZ,484326.7893,421723.526,379173.99680000014,362631.54270000005,368587.25590000005,355372.5254999999,331838.14900000003,384499.2208999999,425341.17720000015,471463.69520000025,449497.2316,423680.1989000001,359460.2541000002,328728.1716,347609.9917,359189.0072,356277.93710000004,359188.44970000006,306004.84199999995,245699.0115,267155.1748
0115 CORUÑA (LA),14537.9883,12138.1883,9822.3946,8659.6422,7441.1853,8258.431700000001,7477.4146,8162.4348,8362.9759,8155.0522,8214.5193,7770.077,7397.809300000001,6735.0535,6544.8568000000005,5821.1727,5724.4269,5507.7823,5398.4051,5283.5352,5133.304800000001
0127 LUGO,963.5155,1530.3035,3630.5499,1387.3482999999999,1372.9778999999999,1606.1013,1726.6179,1720.5322,1564.8195,1714.0627,1915.9294,1912.0994,1923.2678,1919.23,1956.4959999999999,1737.5426,1739.9482999999998,1685.9861999999998,1731.4891,1775.8942,1679.4322
0132 ORENSE,3159.0336,2917.6255,2543.6594999999998,2043.7211,1771.9377,1886.1323,1939.2647,1618.6695,1727.9497000000001,1653.0791000000002,1691.5347,1696.9551000000001,1660.5978,1668.4473,1670.2544,1668.4898,1657.6813,1677.3015,1697.7056,1634.9168000000002,1107.0549
0136 PONTEVEDRA,7586.8249,7521.6687,3977.2074000000002,5667.1386999999995,5319.8527,5522.4202000000005,5149.7528999999995,4888.2046,5434.0452000000005,5381.8152,5345.105500000001,5275.8295,5132.4839999999995,4967.610699999999,4882.8345,4513.6329000000005,4611.5396,4246.6576,4157.9195,4050.8629,3471.7236000000003
"0233 P,DE ASTURIAS",367.7126,284.2207,201.6134,223.1881,119.4989,166.9371,184.0473,209.0764,205.7558,580.4567,128.7154,119.2686,115.9445,168.2855,144.2252,165.6815,376.3142,70.4726,51.0911,161.4282,23.0001
0339 CANTABRIA,46.1862,727.3041000000001,175.1494,229.32870000000003,142.5848,74.6399,22.4687,42.1204,131.21800000000002,47.7629,31.5424,22.9167,,63.3676,59.4075,12.5892,187.9834,11.9327,20.346700000000002,6.2822,
0401 ALAVA,249.5882,6.3567,,,,20.3255,,,,86.3505,,,,,121.8799,,,,,,235.7131
0420 GUIPUZCOA,,,,3.0392,0.2375,122.1327,142.8156,250.8214,246.3935,386.989,275.3992,275.8674,275.8572,272.8624,262.2172,246.1172,246.1079,246.3941,246.5005,12.5703,36.3803
0448 VIZCAYA,,,,,,,,,,,0.055,,,,11.658800000000001,0.0615,0.0615,0.0615,0.0615,0.0615,
0531 NAVARRA,11803.9416,12298.1075,13284.576000000001,13933.3094,17817.583,17376.2104,14472.2808,15759.3959,19431.6205,25876.201200000003,21992.2753,19170.6126,14637.708299999998,14864.2686,17301.9205,16584.4606,19630.5125,15942.2627,20476.641900000002,13518.1664,13675.4218
0626 LA RIOJA,1326.5191,144.745,163.5921,145.6743,444.36039999999997,502.43240000000003,147.7654,312.7393,399.0018,403.401,422.9065,341.2455,84.25659999999999,13.6426,140.8207,148.11739999999998,66.1829,222.219,118.92,428.9864,95.5142
0722 HUESCA,47557.9735,29687.7106,33249.5354,33077.4542,32020.1947,36821.5622,35350.0956,41065.7405,37201.996600000006,45714.5258,51457.8969,41740.6652,41026.7379,45834.506,47789.8563,44009.651900000004,47628.3883,43889.7335,46809.0202,23610.0005,39463.0024
0744 TERUEL,8130.024899999999,7189.3771,5856.0955,5453.8688,4152.1047,4582.4507,3783.5626,4702.4401,6028.4693,3739.6315,5277.3254,5062.04,6150.5704,3673.058,3629.3943999999997,2834.1126,2404.2468,2407.0161,2605.1453,1573.7115999999999,1131.2238
0750 ZARAGOZA,33871.792400000006,22521.9915,16960.5848,18863.206599999998,23384.9557,20374.224299999998,15300.374099999999,21918.5858,19553.894800000002,23181.3943,21950.7929,17779.3259,15472.801099999999,15191.6703,12908.3586,11974.6154,14549.6443,14892.794,17655.7488,5864.424999999999,10013.2597
0808 BARCELONA,3.0482,,478.60889999999995,2530.8360000000002,527.0931,560.4027,407.7457,407.7457,756.144,522.4232000000001,1736.9289,4610.9233,2257.3238,1738.8459,2670.4815,2853.3393,5339.5979,2876.1101,1184.8928999999998,147.162,28.3736
0817 GIRONA,9613.0344,9650.0959,10476.643600000001,6870.6718,6275.0172,6929.7446,9471.970500000001,9749.2458,10761.0795,9091.159800000001,9456.2155,11357.0997,11139.272500000001,10276.472000000002,9919.9838,10644.0656,10274.6194,9701.5479,10401.6642,5744.9487,2951.2712
0825 LLEIDA,24565.4457,22524.5299,23093.428600000003,16921.1248,20462.155000000002,24781.5736,23800.7192,29321.5186,28825.6389,31128.5587,30680.754,27815.0903,26503.6623,22503.6586,35320.898,25136.722299999998,25220.9153,29075.7575,22641.1193,10518.5317,8806.0859
0843 TARRAGONA,7.6226,,24.9743,31.6324,72.877,33.7814,27.8441,46.552099999999996,42.2857,101.9529,50.4234,110.9868,301.65090000000004,53.8393,127.1558,79.8701,116.9162,57.1858,20.306,41.295,1.163
0907 BALEARES,79.7192,252.5159,155.431,487.1314,105.2967,516.0555,708.0848,518.2262999999999,596.8564,848.9882,838.0606,305.9144,614.2626,529.0574,289.7348,763.9882,603.7473,730.1291,160.4796,195.0756,144.6618
1005 AVILA,764.8952,1414.0623,224.2145,740.4566,554.3163,62.8834,526.4292,1920.9091,2751.6541,3254.1351,2851.4462,3743.5239,2015.0394,919.1592,1429.0985,897.5517,2597.9109,2797.2309,1362.1937,1850.3127,2141.9665
1009 BURGOS,3280.8297,2279.9306,2470.5272,1677.0834,587.6132,691.3525000000001,2051.5079,1241.3129,1806.3164,2689.8278,1336.6152,2351.9031,2359.5944,1776.1792,2055.1981,1017.4859,1322.5340999999999,1411.5114999999998,1191.8726,1956.6707999999999,2646.6924
1024 LEON,71867.48030000001,65404.6899,62825.1948,68235.8144,61002.1144,61193.138,57045.8181,61013.1344,66860.1733,71958.6117,75774.9927,73351.03469999999,68618.6466,61212.0622,62951.875700000004,75973.85339999999,79918.92480000001,83130.5254,76859.4087,77128.913,81026.82800000001
1034 PALENCIA,11574.694,8600.9063,8029.7533,11299.294,6918.3291,6235.226,7249.9396,8781.081199999999,5266.3742999999995,7714.5091,9498.3131,8442.9374,6246.0555,1344.524,5801.3948,8755.0134,9838.9998,10960.071,4259.2284,6347.6347,7631.3281
1037 SALAMANCA,17253.3323,17138.396,16370.2785,14787.2123,16255.9686,16438.1397,15561.7866,15582.6678,18832.968299999997,20137.9672,19356.8581,21081.3459,18449.6954,17764.6364,17962.2501,19120.237299999997,18644.055,19692.623300000003,16632.5732,14865.585500000001,14945.1523
1040 SEGOVIA,37.4992,45.2276,1.809,96.4785,44.5516,178.023,97.3708,134.5909,556.212,977.3081,129.0963,266.8741,,,,,,241.5951,16.1033,,30.6247
1042 SORIA,384.0709,300.5806,235.2842,158.8727,102.2297,543.4827,778.3348,657.915,738.9784,661.6621,601.2194,509.8459,2.534,252.0804,252.0804,,,74.0666,22.9643,,
1047 VALLADOLID,19463.4885,16692.5336,15312.3198,11134.236799999999,13271.6694,9933.2742,5946.6752,7453.3723,8078.4685,8622.6799,6366.6724,8005.9472000000005,4364.3755,2619.8131,3345.3437999999996,5543.7434,5585.6685,6221.203600000001,4052.3403,4876.8937,5080.0233
1049 ZAMORA,25008.5044,23232.8265,17268.9114,19816.709000000003,18648.7447,19425.2612,17323.5884,17585.0829,16552.1141,19793.3598,20537.5828,19337.9286,17046.492899999997,12093.0662,12094.2744,15118.4441,16468.7872,18916.698699999997,14495.6483,13299.5414,15859.7004
1128 MADRID,13467.2698,11743.0624,10182.614099999999,3313.331,5807.1574,6395.8702,6919.0436,6129.8523000000005,8803.5355,10506.7246,9805.3045,7472.4214999999995,5673.4044,3686.8031,4296.6921999999995,4658.5067,4563.5726,4078.7515,4636.4128,2467.7311,4313.7226
1202 ALBACETE,18649.5075,21968.8272,15622.0708,13303.1103,13334.2927,11782.1982,11710.165200000001,15912.995499999999,17068.3445,20563.919100000003,16584.5577,14720.6571,10168.5309,9256.5067,7328.1576000000005,9334.6767,8766.8752,9907.2518,8599.0626,7093.7414,5600.4938
1213 CIUDAD REAL,9590.2197,6063.8418,8661.3617,4294.323,1169.476,3238.8043,4317.4862,1964.5043,3906.5036,5281.99,4144.0629,2336.1544000000004,1037.8653,2953.1565,3753.1071,3640.2707,2213.5897,2125.9415,194.7252,1442.702,2911.4243
1216 CUENCA,332.5619,782.419,205.2164,1780.9022,3166.511,1159.7976,90.5844,95.0132,1497.8765,2576.5004,500.1314,2039.44,670.2872,910.9405999999999,2562.3082,375.7731,842.5361,1449.4515,24.894,221.6595,237.8007
1219 GUADALAJARA,4266.1236,3740.5262,1814.353,2762.3892,3670.8261,3122.1308000000004,2105.4229,2407.2296,2483.0694,2312.6731,2580.9437,2029.1536,990.107,1056.4384,1338.3594,539.6782000000001,1474.3353,1833.9382,3859.6201,2462.2231,2740.0545
1245 TOLEDO,11301.6462,11516.3525,9800.562399999999,8756.2094,11322.3891,10086.355,10273.0018,9859.875100000001,11117.541,11136.7523,10681.2771,11719.847,9399.1286,8635.4537,9469.8242,8889.7947,7299.6318,4626.817,3061.1715,2854.8992,1766.313
1303 ALICANTE,533.6116,82.8523,10.78,11.588,151.2585,173.6771,550.6605000000001,459.42220000000003,1117.0149,1340.9212,1525.7407,942.7178,744.166,654.2221,498.5956,296.7144,595.7908,465.3975,52.5799,133.9656,326.4044
1312 CASTELLON,1.8602,,,3.9923,4.7269,5.3401,2.0282,5.7995,18.7006,,,,,110.7511,6.0191,,2.4539,2.4538,,1.9118,
1346 VALENCIA,67.3926,83.4011,4.81,72.1483,57.9821,69.3268,122.25,96.6602,45.661100000000005,174.7604,85.68809999999999,72.6443,71.7308,27.2848,46.9584,29.9615,21.8031,59.6931,115.5334,106.445,137.6325
"1430 R,DE MURCIA",16.216,13.8429,4.3437,13.2769,255.1859,109.3551,157.861,36.3345,158.1495,142.2569,35.7328,121.8978,47.0544,152.9959,98.1378,483.3431,243.2352,456.33,11.3335,,69.0691
1506 BADAJOZ,44858.011099999996,42292.3193,39742.8474,42114.929500000006,44133.3914,33739.4649,28963.2306,41720.8658,47628.9856,51867.6455,47717.1483,45992.030600000006,34753.9492,35741.8676,33292.877,34528.3222,25448.669800000003,26367.3461,10130.7425,12888.9518,13086.638200000001
1510 CACERES,23492.4052,22677.8825,23022.5302,20818.511000000002,23346.7199,18248.318499999998,17062.2997,19313.153000000002,21932.591099999998,24814.5306,22893.310999999998,22360.4369,20269.691700000003,19264.2853,18130.3174,21518.8709,20280.732999999997,20388.3294,13929.9666,15136.1922,14677.3462
1604 ALMERIA,1.5077,64.7912,,,,,,23.8526,74.3903,31.5692,,,,2.4691,,7.2911,,,,,9.8567
1611 CADIZ,3717.1666999999998,3837.7083,4043.8473,3470.8387000000002,5129.7093,2998.2469,4227.1824,4224.036599999999,6576.849899999999,5335.962299999999,5004.212399999999,3449.2324,3434.5645000000004,1828.4173999999998,4408.35,2117.8569,2826.5799,2865.8516999999997,1356.2239,2087.1208,1063.1093
1614 CORDOBA,9612.108499999998,9828.2197,8217.8851,4175.355,3997.1153,5012.473000000001,4747.9439,8524.9262,10727.724999999999,10909.1278,7272.1269,8090.3792,4707.5899,3883.0417,1325.1881,3803.0907,616.2368,720.5567,193.148,28.2938,100.6039
1618 GRANADA,3964.0673,4663.3287,4176.534799999999,2952.1252999999997,3784.3932000000004,3299.0701999999997,3596.3085,3831.2783000000004,4101.371,4999.4217,4754.7038,3738.2034,2687.3112,2235.8759,2604.3933,3467.09,3004.9094999999998,3201.5870999999997,4086.4232,2235.2792,1707.3398
1621 HUELVA,552.7224,216.8355,73.8315,55.6679,81.6904,13.7488,538.4791,422.3994,39.598600000000005,511.28119999999996,38.0403,16.8728,9.8218,2.2658,15.4409,19.9865,29.099999999999998,13.2042,6.408,6.4863,4.4266
1623 JAEN,1404.5587,681.9452,996.1378,897.9527,511.648,701.4704,408.5395,1376.6825,2410.3937,2502.3462999999997,2007.9509,1352.8834,1120.1569,835.3429,312.65,1277.7657,984.6691,661.548,224.8916,54.5336,157.3468
1629 MALAGA,241.7366,66.521,38.916,237.514,23.2399,921.7529,617.9597,496.2651,812.4021,377.3004,490.2208,229.7968,299.1391,400.6441,309.4378,463.9124,470.2535,320.22790000000003,144.1289,2.1768,10.6012
1641 SEVILLA,24301.925199999998,16525.607,5459.406,8902.625,9491.6631,9004.4113,8664.4415,12309.1961,21992.4259,21568.5129,15438.4485,14468.316,9532.4633,8482.158,6067.8535,7914.2653,1459.8245000000002,2339.3233,917.8031000000001,1350.6805,842.3517
1735 PALMAS (Las),344.4917,285.0019,231.17340000000002,171.4793,278.6408,428.43999999999994,28.470999999999997,153.9669,7.9694,22.3376,,4.8159,,103.24270000000001,15.5314,34.5492,179.3022,303.471,100.3142,36.4251,33.7374
"1738 Sta,C,TENERIFE",104.9137,84.346,32.4381,48.8,53.7896,25.9342,40.5142,70.7961,106.67349999999999,63.296,18.4533,64.0398,46.651199999999996,48.6118,85.8422,166.7272,198.1208,314.1081,89.66890000000001,194.1867,
01110 SORGO,1033.6696,3250.6115,1901.4029,3687.2171999999996,4602.8435,4452.6742,7942.5963,7801.028500000001,8719.9662,7412.9713,5376.0605,5774.4875999999995,7748.3499,5036.7532,7766.367299999999,3870.3325999999997,3423.0604000000003,3034.1963000000005,6015.2898,4682.4848999999995,2762.6044
0127 LUGO,,,,1.3902,,,,,,,,,,,,,,,,,
0448 VIZCAYA,,,,,,,,1.8034,,,,,,,,,,,,,
0531 NAVARRA,,,,,,,,,,,,,,,86.4486,,,,,59.2113,276.4908
0722 HUESCA,,50.299099999999996,,,,,,,87.9727,,243.1905,,147.1855,108.8707,969.3788,6.0996,221.0975,73.2114,,,78.8673
0744 TERUEL,,,61.931599999999996,,,,73.7436,149.1487,,,,44.1792,,,412.7298,,,,,,
0750 ZARAGOZA,,,294.3445,,,,,3.7204,266.9609,392.1742,254.4906,,,,174.7803,26.3602,,,,514.6686,94.8642
0808 BARCELONA,,400.4298,303.277,299.9586,,,,,440.563,64.6542,64.6296,696.6062,662.3051,148.7363,2050.8809,9.497,345.3272,50.5351,50.542,1673.8654999999999,22.7061
0817 GIRONA,,,,427.68080000000003,162.7365,3.9856,24.4365,258.7384,1114.9047999999998,321.72860000000003,886.2111,1169.92,1188.7968,958.6807,1121.1671999999999,314.4164,1436.9026,709.7461000000001,160.19029999999998,156.46499999999997,91.8407
0825 LLEIDA,,,,,7.1929,2.8409,8.4594,0.9774,,,,,65.5311,61.0299,68.9892,18.6657,,,,,
0843 TARRAGONA,,,41.748,97.739,42.0537,,,,,,,,,23.169,,,95.4285,132.7669,,90.8529,
0907 BALEARES,,,,,,,,,,,,,,,,,219.9564,13.4051,,,297.3203
1005 AVILA,,,,,,,,,219.3282,,,,,,,,,,,,54.366
1009 BURGOS,,,,,,,,,,,,,,,,,,,,72.0587,48.4473
1024 LEON,,,,,,,,,,,,,,,78.0045,,,,,24.6684,
1034 PALENCIA,,,,,,,,,,,,,,,63.1649,,,,,9.5296,
1037 SALAMANCA,,,,,,,,,,,,,,,3.0992,,,,,164.3305,
1042 SORIA,,,,,,,,,,,,,,,,,46.4623,,,,
1047 VALLADOLID,,,,,,,,,,,,,,,,,,154.7282,,409.5358,83.6518
1128 MADRID,,,,,,,,,,,,,,,26.7526,,,,,,
1202 ALBACETE,58.5748,,,,,,143.1733,,,,,,,,,,,,203.1688,,
1213 CIUDAD REAL,327.2345,327.2345,,61.0335,,,,,,,,,,,,,,,,,
1216 CUENCA,,,,,,,,,,,,,,,,,,,149.8497,,
1245 TOLEDO,,,,,,181.6787,838.8637,16.9835,,,,,,,,,,,,,
1303 ALICANTE,,,,,,,273.5125,,,,7.86,,,,,,,,10.7618,10.7627,
1506 BADAJOZ,,1499.2057,,115.6609,,,,237.8662,56.8093,2940.0662,,240.4823,3209.1961,,,,,,2542.8203,,
1510 CACERES,,,,,,,792.6976,,363.3629,227.4244,,,27.4267,44.3336,175.6065,,,,0.592,6.4923,157.8955
1604 ALMERIA,,3.1517,,,,,,,,,,,,,,,,,,,
1611 CADIZ,458.73720000000003,868.2605000000001,1127.9272,2594.1992999999998,4060.6147,3644.7293,5073.6858,3642.9040000000005,6161.0545999999995,3449.9301,3326.6679,2894.8334000000004,1572.2069000000001,2805.648,2490.3336999999997,3495.2936999999997,874.0253,1816.7781,1793.4257,1380.6095,1539.3842
1614 CORDOBA,147.5384,32.2695,72.1746,78.8433,,619.4397,714.0239,1294.412,,7.8592,498.0833,,179.2488,169.5369,37.1771,,,,1100.0282,,
1618 GRANADA,,53.5895,,,,,,18.3643,,,,,,,7.854,,,,,,15.6013
